,OPS,FPS,GFLOPs,Logic utilization,LUTs,Primary FFs,DSP blocks,Block memory (BRAM18),Block memory (URAM),Total On-Chip Power (W),Dynamic Power (W),Device Static Power(W),FPS/W,FPS/DSP,GFLOPs/W,GFLOPs/DSP
0,59.8989,286.824,171.804,546415.0,130006.0,416409.0,3484.0,3615.0,338.0,14.62,11.82,2.8,19.618604651162794,0.08232606199770379,11.751299589603285,0.04931228473019518
