,OPS,FPS,GFLOPs,Logic utilization,LUTs,Primary FFs,DSP blocks,Block memory (BRAM18),Block memory (URAM),Total On-Chip Power (W),Dynamic Power (W),Device Static Power(W),FPS/W,FPS/DSP,GFLOPs/W,GFLOPs/DSP
0,69.8304,63.1433,44.0932,408157.0,111729.0,296428.0,1651.0,2097.0,177.0,12.83,10.09,2.74,4.92153546375682,0.03824548758328286,3.4367264224473892,0.026706965475469413
