,OPS,FPS,GFLOPs,Logic utilization,LUTs,Primary FFs,DSP blocks,Block memory (BRAM18),Block memory (URAM),Total On-Chip Power (W),Dynamic Power (W),Device Static Power(W),FPS/W,FPS/DSP,GFLOPs/W,GFLOPs/DSP
0,113.543,512.374,581.766,644057.0,122045.0,522012.0,6158.0,1414.0,289.0,16.32,13.51,2.82,31.39546568627451,0.0832046118869763,35.64742647058823,0.09447320558622929
