,FPS,Sec/Frame,OPS,GFLOPs,Logic utilization,LUTs,Primary FFs,DSP blocks,Block memory (BRAM18),Block memory (URAM),Total On-Chip Power (W),Dynamic Power (W),Device Static Power(W),FPS/W,FPS/DSP,GFLOPs/W,GFLOPs/DSP
0,22.6256,0.044197722933314476,1135432704,25.6898461876224,327468.0,98460.0,229008.0,1019.0,3462.0,375.0,13.05,10.28,2.77,1.7337624521072794,0.022203729146221783,1.968570589089839,0.025210840223378213
