,OPS,FPS,GFLOPs,Logic utilization,LUTs,Primary FFs,DSP blocks,Block memory (BRAM18),Block memory (URAM),Total On-Chip Power (W),Dynamic Power (W),Device Static Power(W),FPS/W,FPS/DSP,GFLOPs/W,GFLOPs/DSP
0,59.8989,386.013,231.217,901221.0,156731.0,744490.0,6808.0,3808.0,905.0,18.64,15.69,2.95,20.70885193133047,0.05669991186839013,12.404345493562232,0.033962544065804935
