,FPS,Sec/Frame,OPS,GFLOPs,Logic utilization,LUTs,Primary FFs,DSP blocks,Block memory (BRAM18),Block memory (URAM),Total On-Chip Power (W),Dynamic Power (W),Device Static Power(W),FPS/W,FPS/DSP,GFLOPs/W,GFLOPs/DSP
0,135.219,0.007395410408300609,598988544,80.994631931136,347968.0,109906.0,238062.0,1193.0,3366.0,195.0,12.96,10.21,2.75,10.433564814814813,0.1133436714165968,6.249585797155555,0.06789156071344174
