,OPS,FPS,GFLOPs,Logic utilization,LUTs,Primary FFs,DSP blocks,Block memory (BRAM18),Block memory (URAM),Total On-Chip Power (W),Dynamic Power (W),Device Static Power(W),FPS/W,FPS/DSP,GFLOPs/W,GFLOPs/DSP
0,567.716,426.133,483.845,1008197.0,137324.0,870873.0,6014.0,3012.0,919.0,17.99,15.06,2.93,23.68721511951084,0.07085683405387429,26.895219566425794,0.08045310941137347
