,FPS,Sec/Frame,OPS,GFLOPs,Logic utilization,LUTs,Primary FFs,DSP blocks,Block memory (BRAM18),Block memory (URAM),Total On-Chip Power (W),Dynamic Power (W),Device Static Power(W),FPS/W,FPS/DSP,GFLOPs/W,GFLOPs/DSP
0,221.964,0.00450523508316664,598988544,132.953893180416,351916.0,110075.0,241841.0,1244.0,3537.0,194.0,12.99,10.24,2.75,17.08729792147806,0.17842765273311897,10.23509570288037,0.10687611991994855
