,OPS,FPS,GFLOPs,Logic utilization,LUTs,Primary FFs,DSP blocks,Block memory (BRAM18),Block memory (URAM),Total On-Chip Power (W),Dynamic Power (W),Device Static Power(W),FPS/W,FPS/DSP,GFLOPs/W,GFLOPs/DSP
0,113.543,514.912,584.648,529876.0,114536.0,415340.0,5353.0,1439.0,224.0,15.7,12.9,2.8,32.79694267515924,0.09619129460115823,37.23872611464969,0.10921875583784794
