,OPS,FPS,GFLOPs,Logic utilization,LUTs,Primary FFs,DSP blocks,Block memory (BRAM18),Block memory (URAM),Total On-Chip Power (W),Dynamic Power (W),Device Static Power(W),FPS/W,FPS/DSP,GFLOPs/W,GFLOPs/DSP
0,13.9661,3.77434,2.63564,267602.0,95005.0,172597.0,157.0,1597.0,165.0,11.93,9.21,2.72,0.31637384744341995,0.024040382165605095,0.22092539815590947,0.01678751592356688
