,FPS,Sec/Frame,OPS,GFLOPs,Logic utilization,LUTs,Primary FFs,DSP blocks,Block memory (BRAM18),Block memory (URAM),Total On-Chip Power (W),Dynamic Power (W),Device Static Power(W),FPS/W,FPS/DSP,GFLOPs/W,GFLOPs/DSP
0,4.16122,0.24031413864203285,698303872,2.90579603824384,267602.0,95005.0,172597.0,157.0,1597.0,165.0,11.93,9.21,2.72,0.34880301760268234,0.02650458598726115,0.24357049775723724,0.0185082550206614
