,FPS,Sec/Frame,OPS,GFLOPs,Logic utilization,LUTs,Primary FFs,DSP blocks,Block memory (BRAM18),Block memory (URAM),Total On-Chip Power (W),Dynamic Power (W),Device Static Power(W),FPS/W,FPS/DSP,GFLOPs/W,GFLOPs/DSP
0,22.7049,0.04404335627992196,3665657856.0,83.2283950546944,258854.0,90906.0,167948.0,710.0,2617.0,238.0,12.57,9.83,2.74,1.8062768496420045,0.031978732394366195,6.621192924001146,0.11722309162633014
