,FPS,Sec/Frame,OPS,GFLOPs,Logic utilization,LUTs,Primary FFs,DSP blocks,Block memory (BRAM18),Block memory (URAM),Total On-Chip Power (W),Dynamic Power (W),Device Static Power(W),FPS/W,FPS/DSP,GFLOPs/W,GFLOPs/DSP
0,22.7114,0.04403075107655186,3665657856.0,83.2522218307584,259227.0,90792.0,168435.0,704.0,2617.0,263.0,12.59,9.84,2.75,1.8039237490071487,0.03226051136363636,6.612567262173027,0.11825599691869092
