,OPS,FPS,GFLOPs,Logic utilization,LUTs,Primary FFs,DSP blocks,Block memory (BRAM18),Block memory (URAM),Total On-Chip Power (W),Dynamic Power (W),Device Static Power(W),FPS/W,FPS/DSP,GFLOPs/W,GFLOPs/DSP
0,113.543,516.324,586.251,703237.0,124360.0,578877.0,6742.0,1445.0,300.0,17.04,14.21,2.83,30.30070422535211,0.07658320973005042,34.4044014084507,0.08695505784633639
