,OPS,FPS,GFLOPs,Logic utilization,LUTs,Primary FFs,DSP blocks,Block memory (BRAM18),Block memory (URAM),Total On-Chip Power (W),Dynamic Power (W),Device Static Power(W),FPS/W,FPS/DSP,GFLOPs/W,GFLOPs/DSP
0,567.716,374.704,425.451,852186.0,132450.0,719736.0,5358.0,2970.0,866.0,17.28,14.37,2.91,21.684259259259257,0.06993355729749907,24.621006944444446,0.07940481522956327
