,OPS,FPS,GFLOPs,Logic utilization,LUTs,Primary FFs,DSP blocks,Block memory (BRAM18),Block memory (URAM),Total On-Chip Power (W),Dynamic Power (W),Device Static Power(W),FPS/W,FPS/DSP,GFLOPs/W,GFLOPs/DSP
0,113.543,414.986,471.188,505173.0,113445.0,391728.0,4718.0,1474.0,248.0,15.38,12.59,2.79,26.982184655396615,0.08795803306485799,30.63641092327698,0.09987028401865197
