,FPS,Sec/Frame,OPS,GFLOPs,Logic utilization,LUTs,Primary FFs,DSP blocks,Block memory (BRAM18),Block memory (URAM),Total On-Chip Power (W),Dynamic Power (W),Device Static Power(W),FPS/W,FPS/DSP,GFLOPs/W,GFLOPs/DSP
0,16.3667,0.06109967189476192,698303872,11.428929981862401,293528.0,98685.0,194843.0,451.0,1626.0,171.0,12.1,9.38,2.72,1.3526198347107439,0.03628980044345898,0.9445396679225125,0.025341308163774726
