,FPS,Sec/Frame,OPS,GFLOPs,Logic utilization,LUTs,Primary FFs,DSP blocks,Block memory (BRAM18),Block memory (URAM),Total On-Chip Power (W),Dynamic Power (W),Device Static Power(W),FPS/W,FPS/DSP,GFLOPs/W,GFLOPs/DSP
0,30.1817,0.033132659856800646,698303872,21.0759979735424,273318.0,95816.0,177502.0,228.0,1715.0,96.0,11.7,8.99,2.71,2.5796324786324787,0.13237587719298247,1.801367348166017,0.09243858760325614
