,FPS,Sec/Frame,OPS,GFLOPs,Logic utilization,LUTs,Primary FFs,DSP blocks,Block memory (BRAM18),Block memory (URAM),Total On-Chip Power (W),Dynamic Power (W),Device Static Power(W),FPS/W,FPS/DSP,GFLOPs/W,GFLOPs/DSP
0,8.0655,0.12398487384539086,3665657856.0,29.565363437568,242534.0,88432.0,154102.0,292.0,2591.0,206.0,12.13,9.39,2.73,0.664921681780709,0.027621575342465753,2.4373753864441876,0.10125124464920547
