,OPS,FPS,GFLOPs,Logic utilization,LUTs,Primary FFs,DSP blocks,Block memory (BRAM18),Block memory (URAM),Total On-Chip Power (W),Dynamic Power (W),Device Static Power(W),FPS/W,FPS/DSP,GFLOPs/W,GFLOPs/DSP
0,567.716,374.491,425.209,852186.0,132450.0,719736.0,5358.0,2970.0,866.0,17.28,14.37,2.91,21.67193287037037,0.06989380365808137,24.607002314814814,0.07935964912280702
