,FPS,Sec/Frame,OPS,GFLOPs,Logic utilization,LUTs,Primary FFs,DSP blocks,Block memory (BRAM18),Block memory (URAM),Total On-Chip Power (W),Dynamic Power (W),Device Static Power(W),FPS/W,FPS/DSP,GFLOPs/W,GFLOPs/DSP
0,1001.51,0.0009984922766622401,598988544,599.8930167014399,720602.0,139517.0,581085.0,4827.0,3335.0,527.0,15.98,13.13,2.85,62.67271589486858,0.20748083695877356,37.54023884239299,0.12427864443783715
